itemLabel,birthplaceLabel,birthdate,coord,deathplaceLabel,praenomenLabel,gensLabel,cognomenLabel,fatherLabel,motherLabel
Titus Didius,,,,,Titus,,,,
Titus Flavius Titianus,,,,,Titus,Flavia gens,Titianus,,
Titus Juventius,,,,,Titus,Juventia gens,,,
Aulus Manlius Torquatus,,,,,Aulus,Manlia gens,Torquatus,,
Aulus Manlius Torquatus,,,,,Titus,Manlia gens,Torquatus,,
Titus Marius,,,,,Titus,,,,
Titus Turpilius Silanus,,,,,Titus,Turpilia gens,Silanus,,
Septimius,,,,,t2135725739,Septimia gens,,,
Titus Anicius,,,,,Titus,,,,
Trebellenus Rufus,,,,,t2250992075,,Rufus,,
Hostilius Tullus,,-0100-01-01T00:00:00Z,,t2204299932,t2204299922,Hostilia gens,Tullus,t2204299927,t2204299929
Ulpius Flavianus,,,,,t2135713333,Ulpia gens,Flavianus,,
Vehilius,,,,,t2135718288,Vehilia  gens,,,
Veiento,,,,,,,,,
Velius Longus,,,,,,,,,
Atilia Manduilia,,,,,,Atilia gens,,,
Macrobius Plotinus Eudoxius,,,,,,,,,
Quintus Cornificius,,,,,Quintus,,,Quintus Cornificius,
Servius Sulpicius Galba,,,,,Servius,Sulpicia gens,Galba,,
Marcus Junius Juncus,,,,,Marcus,,,,
Magia Polla,,,,,,Magia gens,,,
Petronius Sabinus,,-0600-01-01T00:00:00Z,,t1933297493,t1933297495,Petronia gens,Sabinus,t1933297492,t1933297499
Aulus Manlius Vulso,,-0600-01-01T00:00:00Z,,t2130616460,Aulus,Manlia gens,Vulso,Gnaeus Manlius Cincinnatus,t2130616456
Octavius Maecius,,-0400-01-01T00:00:00Z,,t2111949878,Octavius,Maecia gens,,t2111949881,t2111949877
Marcus Accenna Helvius Agrippa,,,,,Marcus,,,,
Marcus Accenna Helvius Agrippa,,,,,Marcus,,,,
Lucius Acilius Lucanus,,-0100-01-01T00:00:00Z,,t1746371348,Lucius,Acilia gens,Lucanus,t1746371353,t1746371349
Marcus Acilius Rufus,,-0100-01-01T00:00:00Z,,t1907265919,Marcus,Acilia gens,Rufus,Marcus Acilius,t1907265915
Marcus Acilius Silo,,0100-01-01T00:00:00Z,,t1907352133,Marcus,Acilia gens,Silo,Marcus Acilius,t1907352131
Publius Aelius Crispinus,,0150-01-01T00:00:00Z,,,Publius,Aelia gens,Crispinus,,
Aemilia Paterna,,,,,,Aemilia gens,,,
Aemilius Regulus,,,,,t2145623132,Aemilia gens,Regulus,,
Marcus Minucius,,-0600-01-01T00:00:00Z,,t2034963053,Marcus,Minucia gens,,t2034963061,t2034963058
Volusus Valerius,,-0600-01-01T00:00:00Z,,t2148538947,Volesus,Valeria gens,,t2148538945,t2148538949
Valeria,,t2118957691,,Rome,,Valeria gens,,Volusus Valerius,t2118957689
Marcus Valerius,,-0600-01-01T00:00:00Z,,t2148539057,Marcus,Valeria gens,,Publius Valerius Poplicola,t2148539062
Valeria,,-0600-01-01T00:00:00Z,,t2148500355,,Valeria gens,,Publius Valerius Poplicola,t2148500356
Spurius Veturius,,t2115078824,,t2115078823,Spurius,Veturia gens,,Gaius Veturius Geminus Cicurinus,t2115078822
Manius Valerius,,-0600-01-01T00:00:00Z,,t2120020275,Manius,Valeria gens,,Marcus Valerius Volusus,t2120020274
Volusus Valerius,,t2148718119,,t2148718128,Volesus,Valeria gens,,Marcus Valerius Volusus,t2148718121
Quintus Postumius,,-0600-01-01T00:00:00Z,,t2034961945,Quintus,Postumia gens,,t2034961944,t2034961949
Aburnius Valens,,,,,t2105734667,Aburnia gens,Valens,,
Gaius Antestius,,,,,Gaius,Antistia gens,,,
Abuttius Laco,,t2013721464,,t2013721451,t2013721465,Abuttia gens,Laco,t2013721474,t2013721480
Maximus Decimus Meridius,,,,,,,,,
Marcus Acilius,,t1048124593,,t1048124599,Marcus,Acilia gens,,t1048124533,t1048124555
Marcus Acilius,,t835012722,,t835012738,Marcus,Acilia gens,,t835012731,t835012718
Acilia Plecusa,,0200-01-01T00:00:00Z,,t2201213053,,Acilia gens,Plecusa,t2201213055,t2201213057
Staberius Eros,,,,,t2232627397,Staberia  gens,,,
Valeria,,0100-01-01T00:00:00Z,,t2201224111,,Valeria gens,,Titus Valerius,t2201224113
Titus Valerius,,-0100-01-01T00:00:00Z,,t183193082,Titus,Valeria gens,,t183193076,t183193047
Acilia,,0100-01-01T00:00:00Z,,t2201222768,,Acilia gens,,Lucius Acilius Lucanus,Valeria
Lucius Antonius Aquilus,,,,,Lucius,Antonia gens,,,
Cnaeus Antonius Avitus,,,,,Gnaeus,Antonia gens,Avitus,,
Antonius Maximinus,,,,,t2251010763,Antonia gens,,,
Lucius Antonius Silo,,,,,Lucius,Antonia gens,Silo,,
Lucius Antonius Numida,,,,,Lucius,Antonia gens,,,
Lucius Antonius Modestus,,,,,Lucius,Antonia gens,Modestus,,
Quintus Articuleius Regulus,,,,,Quintus,Articuleia gens,Regulus,,
Aurelia Marcellina,,,,,,t2170924274,Marcellina,,
Gaius Sempronius Blaesus,,-0217-01-01T00:00:00Z,,t2135496281,Gaius,Sempronia gens,Blaesus,Gaius Sempronius Blaesus,t2135496282
Gnaeus Tremellius,,,,,Gnaeus,Tremellia gens,,,
Gnaeus Tremellius Flaccus,,,,,Gnaeus,Tremellia gens,Flaccus,,
Granius Marcianus,,,,,t2232464726,Grania gens,,Marcus Granius Marcellus,
Gavius Silvanus,,,,,t2232441907,Gavia gens,Silvanus,,
Gutta,,,,,t2135512238,t2135512240,Gutta,,
Haterius,,,,,t2152532805,Hateria gens,t2152532808,,
Vennonius,,,,,t2135719324,Vennonia gens,,,
Vespasius Pollio,,-0050-01-01T00:00:00Z,,,t2225780915,Vespasia gens,Pollio,,
Lucius Vipstanus Gallus,,-0010-01-01T00:00:00Z,,,Lucius,,,,
Vitrasius Pollio,,,,,Gaius,,,,
Volcatius Terentianus,,,,,,,,,
Aulus Vibius Habitus,,-0050-01-01T00:00:00Z,,,Aulus,,,,
Gaius Atilius Barbarus,,0050-01-01T00:00:00Z,,,Gaius,Atilia gens,,,
Gaius Clodius Licinus,,-0050-01-01T00:00:00Z,,,Gaius,Clodia gens,,,
Quintus Caecilius Metellus Celer,,-0128-01-01T00:00:00Z,,,Quintus,Caecilia gens,Metellus,,
Quintus Caecilius Metellus Celer,,-0128-01-01T00:00:00Z,,,Quintus,Caecilia gens,Celer,,
Cossus Cornelius Lentulus Gaetulicus,,0025-01-01T00:00:00Z,,,Cossus,Cornelia gens,Lentulus,Gnaeus Cornelius Lentulus Gaetulicus,
Lucius Arruntius Furius Scribonianus,,0025-01-01T00:00:00Z,,,Lucius,,,Lucius Arruntius Camillus Scribonianus,wife of Lucius Arruntius Camillus Scribonianus
Lucius Julius Caesar,,t2135749066,,t2135749062,Lucius,Julia gens,Caesar,Sextus Julius Caesar,t2135749065
Lucius Nonius Calpurnius Asprenas,,,,,Lucius,,,,
Marcus Caecilius Metellus,,-0084-01-01T00:00:00Z,,,Marcus,Caecilia gens,,Quintus Caecilius Metellus Creticus,
Publius Cornelius Calussa,,,,,Publius,,,,
Q12151181,,0250-01-01T00:00:00Z,,,,,,,
Titus Vibius Varus,,0050-01-01T00:00:00Z,,,Titus,Vibia gens,,,
Q12270736,,,,,Marcus,,,,
Marcus Caecilius Servilianus,,,,,Marcus,,,,
Aulus Avillius Urinatius Quadratus,,0150-01-01T00:00:00Z,,,Aulus,Avillia gens,Quadratus,,
Aulus Avillius Urinatius Quadratus,,0150-01-01T00:00:00Z,,,Aulus,Urinatia  gens,Quadratus,,
Aulus Vicirius Martialis,,0050-01-01T00:00:00Z,,,Aulus,,Martialis,,
Aulus Curtius Crispinus,,t2126394620,,,Aulus,Curtia gens,Crispinus,,
Aulus Larcius Macedo,,0050-01-01T00:00:00Z,,,Aulus,,,,
Aulus Larcius Priscus,,0050-01-01T00:00:00Z,,,Aulus,Lartia gens,,,
Aulus Licinius Nerva Silianus,,-0001-01-01T00:00:00Z,,Rome,Aulus,Licinia gens,Nerva,Publius Silius Nerva,
Aulus Licinius Nerva Silianus,,-0001-01-01T00:00:00Z,,Rome,Aulus,Silia gens,Nerva,Publius Silius Nerva,
Aulus Platorius Nepos Calpurnianus Marcellus,,0150-01-01T00:00:00Z,,,Aulus,Platoria gens,Nepos,,
Aulus Platorius Nepos Calpurnianus Marcellus,,0150-01-01T00:00:00Z,,,Aulus,Platoria gens,Calpurnianus,,
Aulus Pompeius Vopiscus,,,,,Aulus,,,,
Aulus Hostilius Cato,,-0300-01-01T00:00:00Z,,t2237258569,Aulus,Hostilia gens,Cato,Hostilius Cato,t2237258553
Aquilia,,,,,,Aquillia gens,,,
Annius Verus,,,,,Marcus,,,,
Annius Mela,,0050-01-01T00:00:00Z,,,,Annia gens,,,
Antonia Major,,t2248785146,,t2248785149,,Antonia gens,,Gaius Antonius Hybrida,t2248785152
Lucius Aurelius Cotta,,,,,Lucius,,,,
Lucius Albius Pullaienus Pollio,,0050-01-01T00:00:00Z,,,Lucius,Albia gens,,,
Lucius Aurelius Priscus,,0050-01-01T00:00:00Z,,,Lucius,Aurelia gens,,,
Lucius Alfidius Herennianus,,0150-01-01T00:00:00Z,,,Lucius,,,,
Titus Munatius Plancus Bursa,,-0083-01-01T00:00:00Z,,,Titus,,,,
Titus Murrenius Severus,,0150-01-01T00:00:00Z,,,Titus,,,,
Titus Pomponius Antistianus Funisulanus Vettonianus,,0050-01-01T00:00:00Z,,,Titus,Pomponia gens,Antistianus,Titus Pomponius Mamilianus,
Titus Pomponius Mamilianus,,0050-01-01T00:00:00Z,,,Titus,Pomponia gens,,,
Titus Rubrius Nepos,,,,,Titus,Rubria gens,Nepos,,
Lucius Valerius Flaccus,,,,,Lucius,,,,
Lucilius Capito,,,,,t1927605625,Lucilia gens,,,
Magius Celer Velleianus,,,,,t2219766929,Magia gens,Celer,,
Magius Celer Velleianus,,,,,t2219766929,Magia gens,Velleianus,,
Publius Papirius Carbo,,,,,Publius,Papiria gens,Carbo,Gaius Papirius Carbo,
Percennius,,,,,t2149580951,Percennia gens,,,
Marcus Plaetorius Cestianus,,,,,Marcus,,,,
Pompeius Macer,,-0050-01-01T00:00:00Z,,,,Pompeia gens,,,
Popillius Laenas,,t2067259662,,t2067259665,t2067259672,Popillia gens,Laenas,t2067259674,t2067259667
Postumius,,,,,t2201259721,Postumia gens,,,
Publius Furius Crassipes,,,,,Publius,Furia gens,Crassipes,,
Publius Magius Cilo,,,,,Publius,Magia gens,Chilo,,
Quintus Caecilius Creticus Silanus,,,,,Quintus,Caecilia gens,,,
Quintus Caecilius Niger,,,,,Quintus,Caecilia gens,Niger,,
Quinctius Hirpinus,,,,,t2251610396,Quinctia gens,,,
Rubrius,,,,,t2179733330,Rubria gens,,,
Rubrius,,,,,t2179731324,Rubria gens,,,
Tiberius Sempronius Gracchus,,-0300-01-01T00:00:00Z,,t2179377594,Tiberius,Sempronia gens,Gracchus,Tiberius Sempronius Gracchus,t2179377597
Sulpicius Lupercus Servastus,,,,,,,,,
Titus Quinctius Scapula,,,,,Titus,Quinctia gens,Scapula,,
Tullius Laurea,,,,,,,,,
Paula Valeria,,,,,Paulla,Valeria gens,,Lucius Valerius Triarius,
Julius Felix Campanianus,,0450-01-01T00:00:00Z,,,,Julia gens,,,
Cayo Fabricio,,,,,Gaius,,,,
Quintus Fulvius Lippinus,,-0100-01-01T00:00:00Z,,,Quintus,,,,
Larcius Macedo,,0050-01-01T00:00:00Z,,,,,,,
Julius Terentius,,,,,t2072451260,Julia gens,,,
Lucius Apustius,,,,,Lucius,,,,
Lucius Apustius,,,,,Lucius,,,,
Lucius Valerius Flaccus,,0050-01-01T00:00:00Z,,,Lucius,Valeria gens,,,
Marcus Atilius Metilius Bradua Caucidius Tertullus Bassus,,,,,Marcus,Atilia gens,Bradua,Marcus Appius Bradua,Caucidia Tertulla
Marcus Atilius Serranus,,,,,Marcus,,,,
Marcus Junius Brutus,,,,,Marcus,,,Marcus Junius Brutus,
Quintus Lutatius Catulus,,,,,Quintus,,,,
Quintus Pompeius Falco Sosius Priscus,,,,,Quintus,Pompeia gens,Priscus,Quintus Pompeius Sosius Falco,Sulpicia Agrippina
Quintus Pompeius Falco Sosius Priscus,,,,,Quintus,Pompeia gens,Falco,Quintus Pompeius Sosius Falco,Sulpicia Agrippina
Gaius Lucretius Gallus,,,,,Gaius,,,,
Gaius Fonteius Capito,,,,,Gaius,,,,
Nasidienus Rufus,,,,,t1861308589,,Rufus,,
Gaius Popillius Laenas,,-0050-01-01T00:00:00Z,,t2127042912,Gaius,Popillia gens,Laenas,t2127042914,t2127042907
Titus Curtilius Mancia,,0050-01-01T00:00:00Z,,,Titus,Curtilia gens,,,
Titus Cutius Ciltus,,0050-01-01T00:00:00Z,,,Titus,Cutia gens,Ciltus,,
Titus Pomponius Bassus,,0050-01-01T00:00:00Z,,,Titus,Pomponia gens,,,
Titus Prifernius Paetus,,0050-01-01T00:00:00Z,,,Titus,,,,
Titus Prifernius Paetus Rosianus Geminus,,,,,Titus,,,,
Titus Salvius Rufinus Minicius Opimianus,,0050-01-01T00:00:00Z,,,Titus,Minicia gens,,,
Titus Suellius Marcianus,,,,,Titus,,,,
Titus Sempronius Rufus,,0050-01-01T00:00:00Z,,,Titus,Sempronia gens,,,
Titus Settidius Firmus,,0050-01-01T00:00:00Z,,,Titus,,,,
Titus Statilius Maximus Severus Hadrianus,,0050-01-01T00:00:00Z,,,Titus,Statilia gens,,,
Titus Statilius Barbarus,,,,,Titus,Statilia gens,,,
Turpilius Dexter,,0050-01-01T00:00:00Z,,,Lucius,Turpilia gens,Dexter,,
Turpilius Dexter,,0050-01-01T00:00:00Z,,,Titus,Turpilia gens,Dexter,,
Titus Flavius Claudianus,,0150-01-01T00:00:00Z,,,Titus,Flavia gens,Quirina,,
Titus Tutilius Lupercus Pontianus,,0100-01-01T00:00:00Z,,,Titus,,,,
Titus Flavius Norbanus,,0050-01-01T00:00:00Z,,,Titus,Flavia gens,,,
Titus Flavius Sallustius Paelignianus,,0200-01-01T00:00:00Z,,,Titus,Flavia gens,,,
Titus Flavius Julianus,,0100-01-01T00:00:00Z,,,Titus,Flavia gens,,,
Titus Flavius Titianus,,,,,Titus,Flavia gens,Titianus,,
Titus Furius Victorinus,,,,,Titus,Furia gens,,,
Titus Hoenius Severus,,,,,Titus,,,Titus Hoenius Severus,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Aulus,Julia gens,Maximus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Lucius,Julia gens,Maximus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Titus,Julia gens,Maximus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Aulus,Cassia gens,Maximus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Lucius,Cassia gens,Maximus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Titus,Cassia gens,Maximus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Aulus,Julia gens,Brocchus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Lucius,Julia gens,Brocchus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Titus,Julia gens,Brocchus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Aulus,Cassia gens,Brocchus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Lucius,Cassia gens,Brocchus,,
Titus Julius Maximus,,0001-01-01T00:00:00Z,,,Titus,Cassia gens,Brocchus,,
Titus Julius Ustus,,0050-01-01T00:00:00Z,,,Titus,Julia gens,Justus,,
Titus Junius,,,,,Titus,,,,
Titus Junius Severus,,0150-01-01T00:00:00Z,,,Titus,Junia gens,,,
Gaius Fonteius Agrippa,,,,,Gaius,Fonteia gens,Agrippa,,
Sulpicius Julianus,,,,,,Sulpicia gens,,,
Julius Antonius Selecus,,,,,t2113084704,Julia gens,,,
Julius Antonius Selecus,,,,,t2113084704,Antonia gens,,,
Julius Crassipes,,0100-01-01T00:00:00Z,,,t2126738048,Julia gens,,,
Julius Maximus,,,,,t2083588490,Julia gens,Maximus,,
Julia Tertulla,,,,,,Julia gens,,,
Julia Fadilla,,,,,,Julia gens,,Publius Julius Lupus,Arria Fadilla
Junius Licinius Balbus,,0180-01-01T00:00:00Z,,,,Licinia gens,,,
Titus Haterius Nepos,,0001-01-01T00:00:00Z,,,Titus,Hateria gens,Nepos,,
Faecennia Hispala,,,,,,,,,
Clodia,,-0050-01-01T00:00:00Z,,t2248808325,,Claudia gens,,Appius Claudius Pulcher,Caecilia Metella
Gaius Fundanius Gallus,,-0100-01-01T00:00:00Z,,,Gaius,,,,
Gaius Pomponius,,0050-01-01T00:00:00Z,,,Gaius,Pomponia gens,,,
Gargilius Martialis,,,,,t2080477195,,Martialis,,
Gnaeus Pinarius Aemilius Cicatricula,,0050-01-01T00:00:00Z,,,Gnaeus,Aemilia gens,,,
Gnaeus Tremellius,,-0050-01-01T00:00:00Z,,,Gnaeus,Tremellia gens,,,
Lucius Cassidienus,,,,,Lucius,,,,
Lucius Domitius Gallicanus Papinianus,,,,,Lucius,Domitia gens,,,
Lucius Manlius Patruinus,,0050-01-01T00:00:00Z,,,Lucius,Manlia gens,,,
Lucius Vinicius,,-0055-01-01T00:00:00Z,,,Lucius,,,Lucius Vinicius,
Marcus Aurelius Lucius Domitius Honoratus,,0150-01-01T00:00:00Z,,,Lucius,Domitia gens,,,
Marcus Aurelius Lucius Domitius Honoratus,,0150-01-01T00:00:00Z,,,Marcus,Domitia gens,,,
Marcus Cornelius,,,,,Marcus,Cornelia gens,,,
Marcus Seius,,-0084-01-01T00:00:00Z,,,Marcus,,,Marcus Seius,
Quintus Axius,,-0100-01-01T00:00:00Z,,,Quintus,,,,
Quintus Serenus,,0200-01-01T00:00:00Z,,,Quintus,,,,
Sempronia,,-0200-01-01T00:00:00Z,,t2132179457,,Sempronia gens,Tuditana,Sempronius Tuditanus,t2132179460
Suetonius Optatianus,,,,,t2254114947,,,,
Quinctilla Varulla,,,,,,Quinctilia gens,,Sextus Quinctilius Varus,
Gnaeus Tarquinius,,-0700-01-01T00:00:00Z,,t2228678472,Gnaeus,Tarquinia gens,,Lucius Tarquinius Priscus,Tanaquil
Saint Appuleius,,,,,,,,,
Publius Rutilius Lupus,,-0100-01-01T00:00:00Z,,,Publius,Rutilia gens,Lupus,,
Julia Mamaea,,,,,,Julia gens,,Sampsiceramus II,Iotapa of Emesa
Licinius Imbrex,,-0250-01-01T00:00:00Z,,,t2266340021,Licinia gens,,,
Julia Jotapa,,0085-01-01T00:00:00Z,,,,Julia gens,,Gaius Julius Alexander,Julia Iotapa
Marcus Asinius Marcellus,,0050-01-01T00:00:00Z,,,Marcus,Asinia gens,,,
Lucius Otacilius Pilitus,,,,,Lucius,,,,
Rufinus of Antioch,,,,,,,,,
Gaius Fabius Agrippinus,,0200-01-01T00:00:00Z,,,Gaius,Fabia gens,Agrippinus,,
Gaius Silius,,t2184490675,,,Gaius,Silia gens,,Publius Silius Nerva,
Dasius,,,,,,,,,
Manius Valerius Maximus,,-0550-01-01T00:00:00Z,,t2120023906,Manius,Valeria gens,Maximus,Volusus Valerius,t2120023909
Gaius of Nicomedia,,,,Nicomedia,Gaius,,,,
Marcus Flavius Vitellius Seleucus,,0150-01-01T00:00:00Z,,,Marcus,Flavia gens,,,
Dulcitius,,,,,,,,,
Lucius Porcius Licinus,,,,,Lucius,Porcia gens,Licinus,Lucius Porcius Licinus,
Marcus Caninius Rebilus,,,,,Marcus,,,,
Hi[…],,0200-01-01T00:00:00Z,,,,,,,
Gnaeus Servilius Caepio,,-0097-01-01T00:00:00Z,,Enez,Gnaeus,Servilia gens,Caepio,Quintus Servilius Caepio,Livia
Lucius Afranius,,-0079-01-01T00:00:00Z,,,Lucius,Afrania gens,,,
Quintus Fabius Maximus,,-0129-01-01T00:00:00Z,,,Quintus,Fabia gens,Maximus,Quintus Fabius Maximus Allobrogicus,
Marcus Aemilius Scaurus,,-0150-01-01T00:00:00Z,,Cisalpine Gaul,Marcus,Aemilia gens,,,
Tiberius Veturius Gracchus Sempronianus,,,,,Tiberius,Veturia gens,Gracchus,Tiberius Veturius Gracchus Sempronianus,
Quintus Pompeius,,-0150-01-01T00:00:00Z,,,Quintus,,,Quintus Pompeius,
Marcus Licinius Crassus Scribonianus,,0035-01-01T00:00:00Z,,,Marcus,,,Marcus Licinius Crassus Frugi,Scribonia
Lucius Valerius Catullus,,,,,Lucius,Valeria gens,Catulus,Sextus Tedius Valerius Catullus,
Pompeia Helena,,,,,,Pompeia gens,,,
Lucius Procilius,,-0200-01-01T00:00:00Z,,t2119213431,Lucius,Procilia gens,,t2119213434,t2119213444
Manius Aquillius Crassus,,-0050-01-01T00:00:00Z,,Rome,Marcus,,,,
Publius Furius Saturninus,,,,,Publius,Furia gens,,,
Publius Cornelius Lentulus,,-0134-01-01T00:00:00Z,,,Publius,Cornelia gens,Lentulus,Lucius Cornelius Lentulus,
Publius Cornelius Lentulus,,-0167-01-01T00:00:00Z,,,Publius,Cornelia gens,Lentulus,Publius Cornelius Lentulus,
Decimus Junius Silanus,,-0032-01-01T00:00:00Z,,,Decimus,Junia gens,Silanus,Lucius Junius Silanus,
Marcus Metilius,,,,,Marcus,Metilia gens,,,
Marcus Maecius Rufus,,0050-01-01T00:00:00Z,,,Marcus,Maecia gens,,,
Marcus Mummius Albinus,,,,,Marcus,,,,
Marcus Mummius Albinus,,,,,Marcus,,,,
Marcus Nonius Arrius Mucianus Manlius Carbo,,,,,Marcus,Manlia gens,Carbo,,
Marcus Nonius Arrius Mucianus Manlius Carbo,,,,,Marcus,Arria gens,Carbo,,
Marcus Nonius Arrius Mucianus Manlius Carbo,,,,,Marcus,Nonia gens,Carbo,,
Marcus Nonius Arrius Mucianus Manlius Carbo,,,,,Marcus,Manlia gens,Mucianus,,
Marcus Nonius Arrius Mucianus Manlius Carbo,,,,,Marcus,Arria gens,Mucianus,,
Marcus Nonius Arrius Mucianus Manlius Carbo,,,,,Marcus,Nonia gens,Mucianus,,
Marcus Nonius Mucianus,,0100-01-01T00:00:00Z,,,Marcus,Nonia gens,Mucianus,,
Marcus Ostorius Scapula,,,,,Marcus,Ostoria gens,Scapula,,
Marcus Petronius Umbrinus,,0050-01-01T00:00:00Z,,,Marcus,Petronia gens,,,
Marcus Plautius Silvanus Aelianus,,,,,Marcus,,,,
Marcus Pisibanius Lepidus,,0150-01-01T00:00:00Z,,,Marcus,,,,
Marcus Pontius Sabinus,,0150-01-01T00:00:00Z,,,Marcus,Pontia gens,,,
Marcus Postumius Festus,,0150-01-01T00:00:00Z,,,Marcus,Postumia gens,Festus,,
Marcus Rebilus Apronianus,,0050-01-01T00:00:00Z,,,Marcus,,,,
Marcus Septimius Aper,,,,,Marcus,,,,
Marcus Servilius,,,,,Marcus,,,,
Marcus Servilius Silanus,,,,,Marcus,Servilia gens,Silanus,,
Marcus Servilius Fabianus Maximus,,0150-01-01T00:00:00Z,,,Marcus,Servilia gens,,,
Marcus Silius,,,,,Marcus,,,,
Marcus Scantius,,,,,Marcus,,,,
Marcus Statorius Secundus,,0050-01-01T00:00:00Z,,,Marcus,Statoria  gens,Secundus,,
Marcus Statius Longinus,,,,,Marcus,,,,
Marcus Terentius Varro Gibba,,,,,Marcus,,,,
Marcus Titinius,,,,,Marcus,,,,
Marcus Tullius Cerialis,,0050-01-01T00:00:00Z,,,Marcus,Tullia gens,,,
Marcus Ulpius Senecio Saturninus,,,,,Marcus,Ulpia gens,Saturninus,,
Marcus Ulpius Senecio Saturninus,,,,,Marcus,Ulpia gens,Senecio,,
Marcus Flavius Aper,,0100-01-01T00:00:00Z,,,Marcus,Flavia gens,,,
Decimus Fonteius Frontonianus Lucius Stertinius Rufinus,,0150-01-01T00:00:00Z,,,Decimus,Fonteia gens,,,Stertinia Rufina
Marcus Fulvius,,,,,Marcus,,,,
Marcus Furius Camillus,,-0003-01-01T00:00:00Z,,,Marcus,,,,
Marcus Furius Fusus,,,,,Marcus,,,,
Marcus Herennius Secundus,,,,,Marcus,Herennia gens,Secundus,,
Marcus Herennius Faustus,,0050-01-01T00:00:00Z,,,Marcus,,,,
Marcus Caesonius,,,,,Marcus,,,,
Marcus Ceccius Justinus,,0100-01-01T00:00:00Z,,,Marcus,,,,
Marcus Caelius,,,,,Marcus,,,,
Marcus Caecilius Metellus,,-0150-01-01T00:00:00Z,,,Marcus,Caecilia gens,,,
Marcus Junius Mettius Rufus,,,,,Marcus,Junia gens,,,
Marcus Junius Silanus,,,,,Marcus,Junia gens,Silanus,,
Marcus Iunius Homullus,,0050-01-01T00:00:00Z,,,Marcus,Junia gens,,,
Marcus Junius Homullus,,,,,Marcus,Junia gens,,,
Minicius Opimianus,,0150-01-01T00:00:00Z,,,,Minicia gens,,,
Ninnius Hastianus,,0150-01-01T00:00:00Z,,,,Ninnia gens,,,
Novius Sabinianus,,,,,t2126396369,Novia gens,Sabinianus,,
Titus Prifernius Paetus Rosianus Geminus,,,,,Titus,,,,
Publius Aquillus Gallus,,,,,Publius,,,,
Publius Aquilius,,,,,Publius,,,,
Publius Apustius,,,,,Publius,,,,
Publius Valerius Marinus,,0050-01-01T00:00:00Z,,,Publius,Valeria gens,,,
Publius Valerius Patruinus,,0050-01-01T00:00:00Z,,,Publius,Valeria gens,,,
Publius Vigellius Raius Plarius Saturninus Atilius Braduanus Caucidius Tertullus,,,,,Publius,Atilia gens,,Marcus Appius Bradua,Caucidia Tertulla
Apollinaris,,,,,,,,,
Apollonius,,,,,,,,,
Saint Apollonius,,,,,,,,,
Appius Nicomachus Dexter,,,,,t2083053867,Appia gens,Nicomachus,,
Appius Nicomachus Dexter,,,,,t2083053867,Appia gens,Dexter,,
Apronianus,,,,,t2227393252,t2227393253,Apronianus,,
Aquila,,-0050-01-01T00:00:00Z,,,,,,,
Aradius Rufinus,,,,,,,,,
Arbuscola,,-0050-01-01T00:00:00Z,,,,,,,
Publius Afranius Potitus,,,,,Publius,Afrania gens,,,
Publius Cornelius Sulla,,-0224-01-01T00:00:00Z,,,Publius,,,Publius Cornelius Sulla,
Lucius Licinius Murena,,-0150-01-01T00:00:00Z,,,Lucius,Licinia gens,Murena,,
Lusius Geta,,,,,Lucius,Lusia gens,,,
Trebius Germanus,,0050-01-01T00:00:00Z,,,Lucius,,,,
Gaius Carrinas,,-0150-01-01T00:00:00Z,,,Gaius,Carrinatia  gens,,,
Caerellius Priscus,,0200-01-01T00:00:00Z,,,,Caerellia gens,,,
Acerronia Polla,,0100-01-01T00:00:00Z,,Gulf of Naples,,Acerronia gens,Polla,Gnaeus Acerronius Proculus,t2034131277
Marcus Licinius Crassus Dives,,-0050-01-01T00:00:00Z,,,Marcus,Licinia gens,Crassus,Marcus Calpurnius Piso Frugi,
Marcus Licinius Crassus Dives,,-0050-01-01T00:00:00Z,,,Marcus,Licinia gens,Frugi,Marcus Calpurnius Piso Frugi,
Marcus Licinius Crassus Dives,,-0050-01-01T00:00:00Z,,,Marcus,Licinia gens,Dives,Marcus Calpurnius Piso Frugi,
Lucius Hostilius Mancinus,,-0150-01-01T00:00:00Z,,t2237266684,Lucius,Hostilia gens,Mancinus,Lucius Hostilius Mancinus,t2237266686
Popillia,,-0200-01-01T00:00:00Z,,t2067300994,,Popillia gens,,t2067300993,t2067300995
Gaius Julius Alexander,,0050-01-01T00:00:00Z,,,Gaius,Julia gens,Alexander,Tigranes VI of Armenia,
Marcus Antonius Julianus,,0050-01-01T00:00:00Z,,,Marcus,Antonia gens,Julianus,,
Lucius Septimius Severus,,,,,Lucius,,,Marcus Septimius Aper,
Lucius Sergius Paullus,,,,,Lucius,Sergia gens,,,
